3394, 0, 0, 0, 0, 0, 0, 20, 200
3395, 0, 0, 0, 0, 0, 0, 15, 200
3911, 106, 0, 107, 24, 108, 0, 30, 200
4104, 0, 0, 0, 0, 98, 0, 40, 200
4097, 61, 50, 0, 0, 98, 0, 5, 200
3324, 61, 10, 0, 0, 0, 0, 5000, 200
3325, 61, 10, 0, 0, 0, 0, 6000, 200
3326, 61, 10, 0, 0, 0, 0, 7000, 200
3173, 61, 60, 0, 0, 0, 0, 20000, 200
0777, 61, 60, 0, 0, 0, 0, 30000, 200
3182, 61, 60, 0, 0, 0, 0, 40000, 200
3172, 61, 0, 0, 0, 0, 0, 5000, 200
3171, 61, 0, 0, 0, 0, 0, 10000, 200
1731, 61, 0, 0, 0, 0, 0, 15000, 200
3900, 106, 3, 107, 0, 108, 0, 3000, 200
3901, 106, 3, 107, 0, 108, 0, 3000, 200
3902, 106, 3, 107, 0, 108, 0, 7000, 200
3906, 106, 7, 107, 0, 108, 0, 5000, 200
3907, 106, 7, 107, 0, 108, 0, 5000, 200
3908, 106, 7, 107, 0, 108, 0, 10000, 200
3916, 106, 7, 107, 0, 108, 0, 25000, 200
3379, 0, 0, 0, 0, 0, 0, 7000, 200
3380, 0, 0, 0, 0, 0, 0, 15000, 200
3321, 61, 5, 0, 0, 0, 0, 5000, 200
3316, 61, 5, 0, 0, 0, 0, 5000, 200
3378, 0, 0, 0, 0, 0, 0, 20000, 200
3206, 61, 20, 0, 0, 0, 0, 5000, 200
3207, 61, 20, 0, 0, 0, 0, 5000, 200
3208, 61, 20, 0, 0, 0, 0, 5000, 200
3209, 61, 20, 0, 0, 0, 0, 5000, 200
3397, 0, 0, 0, 0, 0, 0, 2000, 200
3398, 0, 0, 0, 0, 0, 0, 2000, 200
3399, 0, 0, 0, 0, 0, 0, 2000, 200
3400, 0, 0, 0, 0, 0, 0, 2000, 200
3401, 0, 0, 0, 0, 0, 0, 2000, 200
3402, 0, 0, 0, 0, 0, 0, 2000, 200
3403, 0, 0, 0, 0, 0, 0, 2000, 200
3404, 0, 0, 0, 0, 0, 0, 2000, 200
3405, 0, 0, 0, 0, 0, 0, 2000, 200
3406, 0, 0, 0, 0, 0, 0, 2000, 200
3417, 61, 5, 0, 0, 0, 0, 1000, 200
4140, 61, 10, 0, 0, 0, 0, 5000, 200
3314, 61, 10, 0, 0, 0, 0, 3000, 200
1739, 61, 120, 0, 0, 0, 0, 10000, 200
4145, 61, 120, 0, 0, 0, 0, 10000, 200
3343, 0, 0, 0, 0, 0, 0, 10000, 200
774, 0, 0, 0, 0, 0, 0, 10000, 200
775, 0, 0, 0, 0, 0, 0, 10000, 200
5136, 0, 0, 0, 0, 0, 0, 25000, 200
4020, 0, 0, 0, 0, 0, 0, 500, 200
4128, 0, 0, 0, 0, 0, 0, 5000, 200
4129, 0, 0, 0, 0, 0, 0, 8000, 200
4130, 0, 0, 0, 0, 0, 0, 10000, 200
3345, 0, 0, 0, 0, 0, 0, 5000, 200
3346, 0, 0, 0, 0, 0, 0, 10000, 200
3347, 0, 0, 0, 0, 0, 0, 15000, 200
3348, 0, 0, 0, 0, 0, 0, 20000, 200
3349, 0, 0, 0, 0, 0, 0, 25000, 200
3352, 0, 0, 0, 0, 0, 0, 2000, 200
3353, 0, 0, 0, 0, 0, 0, 4000, 200
3354, 0, 0, 0, 0, 0, 0, 6000, 200
3355, 0, 0, 0, 0, 0, 0, 8000, 200
3356, 0, 0, 0, 0, 0, 0, 10000, 200
4152, 0, 0, 0, 0, 0, 0, 10000, 200
4153, 0, 0, 0, 0, 0, 0, 10000, 200
4155, 0, 0, 0, 0, 0, 0, 10000, 200
4156, 0, 0, 0, 0, 0, 0, 10000, 200
4157, 0, 0, 0, 0, 0, 0, 10000, 200
4158, 0, 0, 0, 0, 0, 0, 10000, 200
3210, 0, 0, 0, 0, 0, 0, 1000, 200
321, 0, 0, 0, 0, 0, 0, 5000, 200
3212, 0, 0, 0, 0, 0, 0, 10000, 200
3213, 0, 0, 0, 0, 0, 0, 50000, 200
4007, 0, 0, 0, 0, 0, 0, 3000, 9999
3381, 0, 0, 0, 0, 0, 0, 25000, 10
4141, 0, 0, 0, 0, 0, 0, 5000, 20
4165, 0, 0, 0, 0, 0, 0, 5000, 5
4166, 0, 0, 0, 0, 0, 0, 5000, 5
4171, 0, 0, 0, 0, 0, 0, 5000, 5
4172, 0, 0, 0, 0, 0, 0, 5000, 5
1740, 0, 0, 0, 0, 0, 0, 15000, 5
1741, 0, 0, 0, 0, 0, 0, 15000, 5
1742, 0, 0, 0, 0, 0, 0, 25000, 5
1760, 0, 0, 0, 0, 0, 0, 5000, 5
1761, 0, 0, 0, 0, 0, 0, 5000, 5
1762, 0, 0, 0, 0, 0, 0, 5000, 5
1763, 0, 0, 0, 0, 0, 0, 5000, 5
